61,35,35,79,66,136,136
59,35,35,79,67,135,135
59,35,35,79,67,136,136
61,35,35,79,67,136,136
61,35,35,79,64,136,136
62,33,34,80,67,137,137
58,33,33,81,68,137,137
60,32,32,81,68,138,138
63,32,34,77,77,139,139
59,29,30,66,71,139,139
61,29,30,70,65,140,140
94,48,52,65,111,141,141
74,38,42,55,84,142,142
74,39,43,59,84,143,143
80,42,50,59,88,143,143
85,46,51,64,85,143,143
74,38,39,60,85,142,142
76,39,41,72,80,141,141
65,37,38,79,73,139,139
63,37,38,83,71,138,138
63,35,36,84,69,136,136
61,34,34,84,69,136,136
61,33,33,84,68,136,136
59,33,34,84,67,137,137
60,34,35,81,69,137,137
60,34,35,77,71,138,138
61,33,35,73,77,137,137
62,34,34,81,67,136,136
62,35,34,87,66,135,135
61,35,34,87,63,134,134
61,36,35,85,65,134,134
63,36,35,80,63,135,135
62,36,34,83,65,135,135
60,35,35,84,66,135,135
61,34,34,81,64,135,135
61,36,35,80,65,135,135
61,35,36,80,63,135,135
60,34,35,81,65,135,135
60,34,35,82,65,135,135
61,33,33,83,64,135,135
58,35,34,83,66,135,135
58,34,36,81,64,135,135
60,35,35,80,65,136,136
60,33,36,81,64,135,135
61,34,33,86,65,135,135
59,34,33,86,61,135,135
58,31,31,82,62,135,135
60,32,34,75,64,136,136
61,35,38,72,65,136,136
61,35,38,71,65,136,136
62,36,37,75,64,136,136
61,34,34,80,63,136,136
61,33,35,78,66,136,136
62,35,38,77,66,136,136
61,34,38,76,63,136,136
60,33,36,72,62,136,136
61,33,35,72,62,136,136
61,33,36,72,63,136,136
62,34,37,74,63,136,136
60,33,35,76,64,137,137
59,35,37,79,64,137,137
62,34,36,78,63,137,137
58,32,31,77,65,137,137
56,28,26,62,73,137,137
62,30,34,61,87,138,138
63,31,34,58,85,139,139
60,30,32,55,85,140,140
59,29,33,56,81,140,140
59,30,30,56,82,140,140
61,31,33,62,80,140,140
58,31,33,65,81,139,139
61,31,33,64,78,139,139
62,33,35,70,69,138,138
63,35,39,68,66,137,137
62,35,38,61,67,137,137
61,31,34,60,67,136,136
58,28,29,58,60,136,136
57,30,29,72,61,136,136
59,31,30,77,67,136,136
60,33,31,85,68,136,136
61,34,33,92,72,135,135
63,35,35,82,78,135,135
63,34,35,79,76,136,136
60,33,32,85,70,136,136
60,32,33,82,66,136,136
61,33,33,83,67,136,136
60,33,32,83,66,135,135
59,34,31,83,68,135,135
60,33,34,81,66,135,135
60,33,32,80,65,135,135
57,33,35,77,66,135,135
61,35,33,82,67,136,136
59,33,32,84,67,136,136
58,33,31,85,65,135,135
58,34,33,86,66,135,135
60,34,31,92,69,134,134
57,33,30,91,68,134,134
60,33,32,88,69,135,135
58,32,31,87,69,136,136
57,29,27,70,69,137,137
55,26,24,65,64,138,138
54,26,23,64,63,138,138
56,27,25,64,67,139,139
58,29,28,67,75,139,139
58,29,28,68,79,139,139
58,29,28,64,77,139,139
58,28,29,61,81,140,140
60,29,30,60,84,140,140
61,30,31,63,82,140,140
60,29,30,73,71,140,140
60,32,34,82,72,139,139
57,33,32,88,70,139,139
56,31,30,83,65,138,138
57,26,24,69,61,138,138
57,25,25,67,61,138,138
58,27,25,65,61,139,139
